Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,Company,Company_age,python,R,spark,aws,excel,visualization,ml,database,pipelines,cloud,security,sql,etl,html,nosql,javasript,css,azure,hadoop,mlops,flask,django,apache,data_mining
Test Data Analyst - Capital Markets - Immediate Joiners,₹2L - ₹4L (Glassdoor Est.),"keywords 
capital markets data masking data subset




experience 
   years




designation  role 
testsr test data analyst




location 
chennai




job description 
tech skill



 data formats  xml fix json csv

 test data management tool  any

 data transformation tools  any

 technology  main goal is to extract data from existing prod sets to masksubset and transform into data loaders format  csv 


currently smes going through all test data requirements from various streams


to address everyones need of test data is not scalable in current approach with siteecdeite phase



nontech skill




able to discuss various test data requirements with multiple teams


work across bas  product teams and management to understand requirements timeline


quick learner to understand the complex workflows about the trading cycle and dependencies",2.5,"Novature Tech
2.5",Chennai,1 to 50 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,2.0,4.0,3.0,"Novature Tech
",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence Analyst 4,₹5L - ₹7L (Glassdoor Est.),"at paypal nasdaq pypl we believe that every person has the right to participate fully in the global economy our mission is to democratize financial services to ensure that everyone regardless of background or economic standing has access to affordable convenient and secure products and services to take control of their financial lives


job description summary what you need to know about the role we are looking for an ambitious senior business intelligence analyst interested to make a huge impact on paypals fraud mitigation efforts products and customers this is a dynamic position that is deeply involved with business operations but at the same time will simultaneously work side by side with risk data science and risk product teams meet our team as a senior business intelligence analyst in the identity risk lifecycle organization you will develop an extensive knowledge of paypals overall identity risk management and will work with large quantities of data to develop deep actionable insights that shape the thinking of senior leaders and our crossfunctional partners


job description

your way to impact

business intelligence analysts deeply understand paypals business objectives as their impact on paypals top and bottom lines is immense as a business intelligence analyst you will analyse key performance indicators and track financial and operational metrics with the aim of adapting paypals advanced proprietary fraud prevention and experience mechanisms and enabling growth

your day to day

in your role as a 
senior 
business intelligence analyst
 you will


design build and maintain ongoing risk metrics reports analyses and dashboards to drive key business decisions

identifying areas for improvement and making recommendations for new opportunities to improve customers experience or mitigate potential fraud cases

plan and execute longterm projects from start to finish

work with large amounts of data and build tools to streamline the process

develop strong partnerships with functional leaders to drive focus on business objectives

maintain ongoing communication with stakeholders and peers across the company and share updates with senior leaders in a clear manner

what do you need to bring

bachelors degree or above in one of the following economics finance engineering exact sciences etc mba  an advantage

 years of work experience in relevant positions eg product analyst decision scientist datarisk analyst bi developer

proven analytical skills

technical orientation experience in sql  r  python  a must

experience working with bianalytics tools eg looker tableau  a must

quickthinker fast learner problem solver

we know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates please dont hesitate to apply


our benefits

at paypal were committed to building an equitable and inclusive global economy and we cant do this without our most important assetyou thats why we offer benefits to help you thrive in every stage of life we champion your financial physical and mental health by offering valuable benefits and resources to help you care for the whole you

we have great benefits including a flexible work environment employee shares options health and life insurance and more to learn more about our benefits please visit httpswwwpaypalbenefitscom




who we are

to learn more about our culture and community visit httpsaboutpyplcomwhowearedefaultaspx




paypal has remained at the forefront of the digital payment revolution for more than  years by leveraging technology to make financial services and commerce more convenient affordable and secure the paypal platform is empowering more than  million consumers and merchants in more than  markets to join and thrive in the global economy for more information visit paypalcom


paypal provides equal employment opportunity eeo to all persons regardless of age color national origin citizenship status physical or mental disability race religion creed gender sex pregnancy sexual orientation gender identity andor expression genetic information marital status status with regard to public assistance veteran status or any other characteristic protected by federal state or local law in addition paypal will provide reasonable accommodations for qualified individuals with disabilities if you are unable to submit an application because of incompatible assistive technology or a disability please contact us at paypalglobaltalentacquisitionpaypalcom



as part of paypals commitment to employees health and safety we have established inoffice covid protocols and requirements based on expert guidance depending on location this might include a covid vaccination requirement for any employee whose role requires them to work onsite employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated",4.1,"PayPal
4.1",Chennai,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,5.0,7.0,6.0,"PayPal
",25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst / BI,₹3L - ₹7L (Glassdoor Est.),"a bit about wavicle





wavicle data solutions leverages cloud data  analytics technologies to deliver complex business  digital transformation solutions to our clients as a minority business enterprise mbe with a  women workforce wavicle fosters a diverse  equitable environment where innovative professionals come together as a team and enable our clients to realize their goals in their transformation journey our team members collaborate by infusing their creative problemsolving skills agile working  tech knowhow to drive value for our clients





at wavicle a top workplace award winner youll find a challenging and rewarding work environment where our  team members based in us india canada work from  cities in a remotehybrid digitally connected way we offer a competitive benefits package that includes healthcare retirement life insurance shortlongterm disability unlimited paid time off shortterm incentive plans annual bonus and longterm incentive plans





why wavicle





watch here to learn httpsvimeocom





the opportunity





wavicle is hiring senior bi data analyst who have a passion for solving complex business problems across a variety of industries you will be responsible for architecting designing and implementing scalable data lakes data warehouses andor data pipelines in order for the customers data to accurately operate as a single source of truth you have a keen understanding of how to solve for a business problem leveraging technology





wavicle is growing rapidly and we are seeking talented data engineering architects who want to be a part of our growth journey as a team member your number one responsibility is solving business problems and delivering solutions to solve those problems for our clients however you have an opportunity to get involved in internal solution development presales activities mentorship technical leadership and contributing to the growth of the data engineering team you love to be challenged and grow professionally we will expect you to mentor  coach others and continue to learn from your peers  colleagues





summary





we are looking for an experienced data analyst to join our innovation team the ideal candidate will have minimum  years of professional experience a passion for data and analytics and excellent written and verbal communication skills





responsibilities




analyze and interpret data to identify trends and patterns


develop and maintain data models dashboards and reports


design develop and implement data mining and data analysis project


participate in business requirements and design review sessions


perform detailed analysis of source systems and source system data and model that data in quicksight


design develop and test quicksight dashboards to meet customer requirements


participate in design workshops providing technical insight and knowledge


monitor data accuracy and integrity


provide insights and recommendations based on data analysis


work with stakeholders to ensure data accuracy and integrity


interpret written business requirements and technical specification documents


create and maintain technical design documentation


perform quality coding to business and technical specifications




skillsets




 years of experience with either of tableau aws quicksight or power bi


exposure to aws quicksight is mandatory


excellent problemsolving and analytical skills


strong verbal and written communication skills


ability to work independently and in a team environment


ability to manage multiple projects and tasks simultaneously


experience in aws data technology products and aws environment s iam policies roles rds redshift glue


strong sql skills for data wrangling querying and transformation with aws athenas",4.7,"Wavicle Data Solutions
4.7",Chennai,501 to 1000 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,3.0,7.0,5.0,"Wavicle Data Solutions
",10,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Business Intelligence Analyst,₹5L - ₹8L (Glassdoor Est.),"to  years of development experience in data warehousebusiness intelligence development


our skills


expertise in bi solution offerings include ssis ssrs ssas  mdx skilled in performance point




knowledge in developing etlreportscubes in microsoft dynamicsexperience guiding and mentoring both technical and nontechnical individuals


experience


 to  years


applicants send your resumes to supportwizteckiescom

with the skill set applied for in the subject line",-1.0,Wiz Teckies,Chennai,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,5.0,8.0,6.5,Wiz Teckies,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Manager,₹3L - ₹5L (Glassdoor Est.),"at flex we welcome people of all backgrounds our employees thrive here by living our values we support each other as we strive to find a better way we move fast with discipline and purpose and we do the right thing always through a respectful inclusive and collaborative culture a career at flex offers the opportunity to make a difference invest in your career growth and join our purpose  to make great products that create value and improve peoples lives

job description

to support our extraordinary teams who build great products and contribute to our growth were looking to add a data analytics manager in chennai

here is a glimpse of what you will do

data analytics manager will lead data engineers and being responsible for designing building and maintaining datasets that can be leveraged in data projects

data analytics manager will play a technical role and will be responsible to develop analytics solution and being part of the entire development cycle

data analytics manager will be responsible for coordinating the tasks of team as a leader will ensure the team is productive and efficiently completes the tasks these tasks will include research data collection using effective methods information analysis recommendation of business solutions etc

here is some of what you will need required

leveling requirements job requirementsskill level

intermediate  advance level

we are looking for an analytics developer with year experience in building highperforming scalable enterprisegrade analytics solutions

you will be part of a talented analytics and development software team that works on missioncritical analytics solutions

required skills

strong knowledge of and experience with reporting packages tableau databases msql oracle snowflake desirable programming xml javascript or etl frameworks

technical expertise regarding data models database design development data mining and segmentation techniques

desirable knowledge in virtualization tools such as denodo

knowledge of statistics and experience using statistical packages for analyzing datasets

adept at queries report writing and presenting findings

experience in management of analytics development groups is desirable for the position

strong analytical skills with the ability to collect organize analyze and disseminate significant amounts of information with attention to detail and accuracy

strong software development background

handson experience with data science tools

problemsolving aptitude

analytical mind and great business sense

significant experience as data engineer

bsms degree in computer science engineering or a related subject

strong collaboration skills work hand in a team environment during all development stages

ability to solve problems creatively and effectively

experience working in an agilescrum development process

what youll receive for the great work you provide

health insurance

paid time off

rk

job category

it

flex pays for all costs associated with the application interview or offer process a candidate will not be asked for any payment related to these costs

flex does not accept unsolicited resumes from headhunters recruitment agencies or fee based recruitment services flex is an equal opportunity employer and employment selection decisions are based on merit qualifications and abilities flex does not discriminate in employment opportunities or practices based on age race religion color sex national origin marital status sexual orientation gender identity veteran status disability pregnancy status or any other status protected by law flex provides reasonable accommodation so that qualified applicants with a disability may participate in the selection process please advise us of any accommodations you request to express interest in a position by emailing 
accessibilityflexcom
 please state your request for assistance in your message only reasonable accommodation requests related to applying for a specific position within flex will be reviewed at the email address flex will contact you if it is determined that your background is a match to the required skills required for this position thank you for considering a career with flex",3.9,"Flex
3.9",Chennai,10000+ Employees,1969,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),0,0,3.0,5.0,4.0,"Flex
",54,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Senior Data Processing Analyst-CDS,₹4L - ₹4L (Glassdoor Est.),"company description

nielseniq is a global measurement and data analytics company that provides the most complete and trusted view available of consumers and markets worldwide we provide consumer packaged goods manufacturersfastmoving consumer goods and retailers with accurate actionable information and insights and a complete picture of the complex and changing marketplace that companies need to innovate and grow our approach marries proprietary nielseniq data with other data sources to help clients around the world understand whats happening now whats happening next and how to best act on this knowledge we like to be in the middle of the action thats why you can find us at work in over  countries covering more than  of the worlds population for more information visit wwwniqcom

nielseniq is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunityaffirmative actionemployer making decisions without regard to race color religion gender gender identity or expression sexual orientation national origin genetics disability status age marital status protected veteran status or any other protected class




job description



effectively provide consultative leadership based on a thorough understanding of all nielsen deliverables platforms tools best demonstrated practices and operational capabilities and limitations

lead detailed data structure requirement discussions that synchronize nielsen capabilities with the clients expected outcome while building alignment with the client on the deliverable

analyze interpret and translate fmcg industry trends and make database recommendations based on empirical evidence that solves for key business issues

refine and analyze high level business requirements to ensure proper design identify and discuss any constraints to the design process or delivery with relevant stakeholders

accurately interpret business requirements to the execution team and provide consultation as needed




qualifications



a bachelors or masters degree in computer science or related fieldor degree in statisticsmaths and data analytics

clear and articulate command of the english language

strong presentation skills

demonstrated experience in working with software platforms

 years prior customer service organization experience

additional information



preferred skills
sql pythondata visualization experience like tableau and power biknowledge of nielseniq products industry and technology ability to design and test solutions for internal operational teams to manage workload and drive efficiencystrong understanding of us markets facts calendars

about niq

niq the worlds leading consumer intelligence company reveals new pathways to growth for retailers and consumer goods manufacturers with operations in more than  countries niq delivers the most complete and clear understanding of consumer buying behavior through an advanced business intelligence platform with integrated predictive analytics niq delivers the full view

niq was founded in  and is an advent international portfolio company for more information visit niqcom

want to keep up with the latest updates on our business and lifeatniq follow us on linkedin  instagram  twitter  facebook



our commitment to diversity equity and inclusion

niq is committed to reflecting the diversity of the clients communities and markets we measure within our own workforce we exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce measurement and products we enthusiastically invite candidates who share that mission to join us

we are proud to be an equal opportunityaffirmative actionemployer making decisions without regard to race color religion gender gender identity or expression sexual orientation national origin genetics disability status age marital status protected veteran status or any other protected class our global nondiscrimination policy covers these protected classes in every market in which we do business worldwide

learn more about how we are driving diversity and inclusion in everything we do by visiting the nielseniq news center httpsnielseniqcomglobalennewscenterdiversityinclusion

niq or any of our subsidiaries will never ask you for money at any point of the recruitment or onboarding process",3.9,"NielsenIQ
3.9",Chennai,10000+ Employees,1923,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,4.0,4.0,4.0,"NielsenIQ
",100,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BPO Business Sys. Analysis Analyst,₹4L - ₹8L (Glassdoor Est.),"roles and responsibilities 

 manage escalations inbox and own the resolution by working with all the required functions

 identify action items to deescalate situations and follow through for effective implementation

 monitor repeat callers or multiple paperwork to proactively identify possible escalations

 review the escalation thoroughly to determine the root cause

 perform analysis of all impacted transactions across all functions

 work with it on related action items and coordinate a response to the leadership

 generate reporting on applicable metrics for escalation handling impact and closure



skill set requirements 

analytical ability to perform root cause and impact analysis


excel skill set to generate reporting


documentation skill set to articulate summary of the analysis


 experience of working in claimsadmincontact center functions


good knowledge on lifesys and image portal


good email management skills",3.9,"NTT DATA
3.9",Chennai,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,4.0,8.0,6.0,"NTT DATA
",56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI Developer - Business Intelligence,₹7L - ₹8L (Glassdoor Est.),"through the collective strength of  team members across  countries and responsible sustainable operations flex a fortune global  company is the diversified manufacturing partner of choice that helps marketleading brands design build and deliver innovative products that improve the world

we welcome people of all backgrounds a career with flex offers the opportunity to make a difference invest in your growth and build great products for our customers that improve peoples lives together lets create the extraordinary

job summary

tto support our extraordinary teams who build great products and contribute to our growth were looking to add bi developer  business intelligence  it located in chennai location

reporting to the senior manager  the role involves

here is a glimpse of what you will do

should have experience in creating complex dashboard in tableau lod multiple data source extract data blending dynamic parameters actions complex filters extensions performance tuning

should have experience in tableau desktop tableau web tableau server admin tableau prep 

building publishing customized interactive dashboards report scheduling using tableau server

experience on creating dualaxis chart waterfall chart charts of forecasting and time analysis

having exposure to tableau ask data on nlp is advantage

candidate will be involved in mstr report or document or dashboard development

should have worked on mstr objects creation and maintenance

should have experience in creating free form sql reports

restricted data for particular users using row level security and user filters

should have knowledge on dashboard widgets

candidate should be good at writing debugging and fixing sql

experience on snow flake will be advantageous

involved in creating database objects like tables views procedures triggers and functions using tsql to provide definition structure and to maintain data efficiently

candidate should be good converting business requirement into deliverable

gather user requirements analyze and design software solution based on the requirements

performed extensive gap analysis in the project as there were numerous asis and tobe conditions

here is some of what you will need required 

minimum  plus years of experience in creation of dashboard in tableau publishing and maintain the same

hand on experience in creating mstr report

need to be prepared to work in a global environment that involves all the possible time zones

willing to learn analytical tools and automation process

ability to understand the process and perform gap analysis to standard

must possess very strong english communication negotiation and project selfdriven skills

exposure to supply chain process is added advantages

we are looking for someone who demonstrates

intense collaboration

passionate customer focus

thoughtful fast disciplined execution

tenacious commitment to continuous improvement

relentless drive to win

here are a few examples of what you will get for the great work you provide

health insurance

pto

nk

job category

global procurement  supply chain

required skills

optional skills

flex pays for all costs associated with the application interview or offer process a candidate will not be asked for any payment related to these costs

at flex we believe in the power of diversity and inclusion and know there is much more to a great employee than just a list of requirements  if you are excited about a role but dont meet every bulletpoint we encourage you to apply you might be just who we are looking for our inclusive environment welcomes individuals of any age race religion color sex national origin marital status sexual orientation gender identity veteran status disability pregnancy status or any other status protected by law were happy to provide reasonable accommodations to those with a disability for assistance in the recruitment process

flex is an equal opportunity employer and employment selection decisions are based on merit qualifications and abilities please advise us of any accommodations you may need by emailing

accessibilityflexcom",3.9,"Flex
3.9",Chennai,10000+ Employees,1969,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),0,0,7.0,8.0,7.5,"Flex
",54,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SE-Developer-Data Analyst (Data Perspective - 3DExperience),₹2L - ₹5L (Glassdoor Est.),"société

rntbci pl

descriptif du poste

experience level   years

mandatory skills 

solid experience in sql quires and data analysis

good knowledge on data transformation process

hands on experience on netvibes or relevant application like spot fire  informatica etl

hands on experience on data visualization or relevant application like tableau

working with relational and non relational databases

agile methodologies such as scrum kanban

you are also good at

being selfdriven selforganized and working with little or no supervision

building highly concurrent transactional and resilient dashboards

métier

technologies  systèmes dinformation

renault group sengage à créer un environnement de travail inclusif et les conditions permettant à chacun de nous dapporter sa passion donner le meilleur de luimême et sépanouir tout en étant luimême



nous trouvons notre force dans notre diversité et nous nous engageons à garantir légalité des chances en matière demploi indépendamment de la couleur de lascendance de la religion du sexe de lorigine nationale de lorientation sexuelle de lâge de la citoyenneté de létat civil du handicap de lidentité de genre etc si vous avez un handicap ou un besoin particulier nécessitant laménagement du poste de travail ou de lhoraire de travail merci de nous le faire savoir en remplissant ce formulaire

afin de pouvoir suivre en temps réel lévolution de vos candidatures et pouvoir rester en contact avec nous nous vous invitons à créer un compte candidat cela ne vous prendra pas plus dune minute et vous permettra également de faciliter vos prochaines candidatures



en soumettant votre cv ou votre candidature vous autorisez renault group à utiliser et stocker des informations vous concernant à des fins de suivi de votre candidature ou de futurs emplois ces informations ne seront utilisées que par les sociétés de renault group tel que mentionné dans la 
politique groupe de protection des données personnelles",3.8,"Renault Group
3.8",Chennai,10000+ Employees,1898,Company - Private,Machinery Manufacturing,Manufacturing,$25 to $50 million (USD),0,0,2.0,5.0,3.5,"Renault Group
",125,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,₹4L - ₹8L (Glassdoor Est.),"location 

chennai

salem

required skillset 

experience working as a ba  managing people


experience in requirement gathering user stories brd frd  srs


should possess technical experience in sql plsql


familiarity about working datasets would help


ability to understand code would be helpful


excellent spoken and written communication skills


direct interactions with client working with onsite would be plus",4.1,"Dattendriya Data Science Solutions
4.1",Chennai,51 to 200 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,4.0,8.0,6.0,"Dattendriya Data Science Solutions
",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRP Data Analyst - Chennai 3,₹2L - ₹2L (Glassdoor Est.),"job advert

about structured retail products

euromoney institutional investor plc
 part of the ftse  is a londonbased multibrand information business that provides critical data price reporting insight analysis and mustattend events to financial services commodities telecoms and legal markets




srp
 is a leading online resource for the global financial community the business maintains the most comprehensive global database of structured products spanning nearly one billion data points on  million individual products from  companies representing total sales of over  trillion



the product and market data spans over  years across  different countries and is supplemented by extensive independent analysis daily news exclusive interviews from key figures within the structured product space as well as several annual conferences around the globe srps clients include the worlds largest investment banks index providers financial regulators law firms etc

job purpose

the primary role of data controller is to provide data input data processing and support to the research analyst team in sofia and the business in achieving key objectives of timely and accurate data delivery

principal accountabilities

as part of the srp data team

ensure that the structured retail products database is maintained to exacting standards of quality and timeliness using bespoke workflow tools and training from domain experts

be willing and committed to perform daily data entry tasks

research public website data to identify product issuance in scope of srp coverage as directed by senior team members

undertake various data entry projects and adhere to agreed deadlines maintaining appropriate progresstracking records

work with research analyst to ensure that procedure guides for all data management processes are maintainedupdated with any changes or amendments

ensure that all appropriate product information is obtained and processed maintain a good record of issues resolutions improvements best practices and demonstrate a procedure for reviewupdating

deliver client contract commitments slas to time quality and cost highlighting risks and mitigation strategies accordingly

keep track of trends and proactively identify continuous improvement measures

provide cover during staff absences and peak volumes as directed by the business

engage with other team members building a high performance and inclusive culture in which talent can thrive

achieve alignment and understanding to euromoneys code of conduct and group policies across the team

to work with peers across the team to establish networking links and common areas for collaboration

 
key interfaces

works with the research team to ensure timely costeffective and efficient data sourcing and processing

occasionally liaises with third party suppliers of data to ensure adhoc issues are effectively dealt with

liaises with business users of data management systems and productivity applications and collating feedback to ensure all user needs are met

keeps management informed of operational status through periodic status reporting and project updates

 
knowledge experience and skills

personal skills essential

confident working with microsoft specifically excel and working with large sets of data

able to receive both verbal and written instructions and fully understand the requirements quickly

a very high standard of focus accuracy and rigorous attention to detail is essential

ability to work under pressure and tight schedules

very good organizational and planning skills

must be flexible and able to handle multiple tasks

good written and verbal communication skills in english language

excellent numeracy

good interaction with staff and strong team player

exemplary high standards of honesty integrity and endeavor

ability to use initiative in identifying day to day issues and challenges and recommending appropriate course of actions

ability to establish priorities work independently and proceed with objectives with minimal supervision

a selfstarter who can contribute to the team with minimal supervision

be prepared for role growth and experience grows

personal skills desirable

ideally experience gained within a futures  options trading environment or support background

previous database administration experience

experience must have

exemplary written and spoken english language

worked in a data entry quality centric role

excellent knowledge of the internet

microsoft office products access excel powerpoint and word

experience desirable

understanding of financial markets

structured products",3.4,"Euromoney Institutional Investor PLC
3.4",Chennai,1001 to 5000 Employees,1969,Company - Public,Publishing,Media & Communication,$500 million to $1 billion (USD),0,0,2.0,2.0,2.0,"Euromoney Institutional Investor PLC
",54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst - Business Consulting Risk - TMT - Risk Assurance - Chennai,₹4L - ₹6L (Glassdoor Est.),"requisition id  

associate consultant consultant  risk advisory services

the opportunity

the objective of our advisory risk services is to provide clients with a candid and reliable overview of their risk landscape our solutions can be used by our clients to build confidence and trust with their customers the overall market and when required by regulation or contract you will be responsible for executing client related engagements in the areas of internal audits risk assurance risk transformation and financial services risk management

your key responsibilities

responsible for effectively engaging with clients and executing engagements as detailed out below under the supervision of seniors and managers

client engagements primarily in the areas of business risk services like internal audit enterprise risk management compliance risk and regulatory services internal controls  contract risk services business process management and other related solutions

drive innovation in service delivery ensure delivery is in line with firms quality and risk management requirementsexpectations

assist seniors and managers with business development proposals on existing  new clients

assist seniors and managers in developingrefreshing methodologies related to our existingnew solutions

contribute to various firm wide initiatives like learning and development ld programmes campus recruitment knowledge sharing practice development and growth under guidance of managers

take up project execution responsibility in a team or individually as per requirements and work plan

review work done by subordinates if any and provide qualitative inputs before submission of deliverables to seniorsclient as the case may be

sensitive towards ey code of conduct values and quality standards

skills and attributes for success

continuously strive towards achieving goals agreed upon with manager

continuously strive towards exceeding client  team expectations and work on increasingly complex assignments

conduct research and prepare client presentations information memorandums and contribute to thought leadership documents

contribute to advisory engagements in the capacity of a team member  deliver quality output within assigned timelines

ensure discipline to work and productivity of self and reporting subordinates  promotes positive working environment within a team

attend ld programs and exhibit knowledge of advisory methodology and consulting attributes

keep abreast with developments in business related areas and assist team leadersmanagers in preparing client decksdocuments

sector focus basic understanding of the industry trends issueschallenges  key players based on the industry group alignment


to qualify for the role you must have

chartered accountant  nov qualified  may awaiting results

exhibit initiative and participate in corporate social and team events

exhibit flexibility to adapt to multiple cultures  sectors and display agility and diversity

demonstrate capability of being a quick learner of business processes models ey methodologies with an analytical bend of mind

display a structured thought process and problem solving skills ability to do problem break down and analysis


ideally youll also have

candidates should be willing to travel

flexibility to work back in teams with diverse background

good interpersonal and communication skills

it savvy


what we look for

were looking for passionate leaders with strong vision and a desire to stay on top of trends in the risk industry if you have a genuine passion for helping businesses achieve their full potential this role is for you

what working at ey offers

ey is committed to being an inclusive employer and we are happy to consider flexible working arrangements we strive to achieve the right balance for our people enabling us to deliver excellent client service whilst allowing you to build your career without sacrificing your personal priorities while our clientfacing professionals can be required to travel regularly and at times be based at client sites our flexible working arrangements can help you to achieve a lifestyle balance

about ey

as a global leader in assurance tax transaction and advisory services we hire and develop the most passionate people in their field to help build a better working world this starts with a culture that believes in giving you the training opportunities and creative freedom to make things better so that whenever you join however long you stay the exceptional ey experience lasts a lifetime",3.9,"EY
3.9",Chennai,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,0,0,4.0,6.0,5.0,"EY
",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,₹5L - ₹9L (Glassdoor Est.),"job description  qualifications


job description  qualifications




gdia mission and scope

the global data insights and analytics gdia department at ford motor company is looking for qualified people who can develop scalable solutions to complex realworld problems using statistics econometrics machine learning big data and optimization the goal of gdia is to drive evidencebased decision making by providing insights from data applications for gdia include but are not limited to connected vehicle smart mobility advanced operations manufacturing supply chain logistics and warranty analytics




roles  responsibilities



designing developing and maintaining business intelligence dashboards that turn data into knowledge

crafting and executing queries upon request for data

presenting information through reports and visualization

perform quality assurance checks on new or enhanced reports

manage new report generation and report enhancement based on the change requests

stay updated with business operations and business intelligence processes



key behaviors

enthusiastic and selfmotivated with ability to lead projects proactively

meticulous attention to detail with an overall passion for continuous improvement

innovative and creative with a logical and methodical approach to problem solving

credible and articulate with excellent communication presentation and interpersonal skills

ability to multitask and manage competing priorities



requirements



proven experience as a bi developer or data scientist

 to  years of working in bi technologies eg qlikview tableau

 to  years of working in tools such as sas sql queries alteryx

proven abilities to take initiative and be innovative

industry experience is preferred

analytical mind with a problem  solving aptitude

educational qualification



bachelors  masters degree in computer science engineering  information technology or an engineering degree with mba from a premier institute


auto req id


br


entityorganization


fgbs ford global business services

area of professional exposure technical skills


proven experience as a bi developer or data scientist

 to  years of working in bi technologies eg qlikview tableau

 to  years of working in tools such as sas sql queries alteryx

proven abilities to take initiative and be innovative

industry experience is preferred

analytical mind with a problem  solving aptitude


education qualifications


be btech mba mca


no of years of experience


 to  years",4.1,"Ford Global Business Services
4.1",Chennai,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,5.0,9.0,7.0,"Ford Global Business Services
",120,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
